,Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Defender,Forward,Midfielder,Goalkeeper
477,Eric Dier,15.0,Tottenham,Midfielder,England,26.0,176,102,36,10,0.06,4.0,5.0,1.0,0.0,0.0,114.0,27.0,24%,2.0,6.0,,,286.0,73%,,32.0,257.0,530.0,316.0,,729.0,822.0,703.0,53.0,418.0,305.0,,6.0,8,9661,54.89,11.0,121.0,18%,16.0,648.0,,,,,,,,,33,0,164,6.0,0,0,Eric Dier,0
478,Moussa Sissoko,17.0,Tottenham,Midfielder,France,31.0,235,110,83,14,0.06,1.0,12.0,1.0,0.0,0.0,216.0,69.0,32%,3.0,18.0,,,280.0,78%,,54.0,163.0,176.0,104.0,,1273.0,1069.0,1390.0,386.0,240.0,332.0,,1.0,24,8466,36.03,34.0,459.0,22%,60.0,257.0,,,,,,,,,36,2,276,24.0,0,0,Moussa Sissoko,0
479,Ryan Sessegnon,19.0,Tottenham,Midfielder,England,20.0,41,10,25,2,0.05,0.0,1.0,1.0,0.0,0.0,29.0,11.0,38%,1.0,9.0,,,29.0,62%,,6.0,22.0,48.0,19.0,,156.0,113.0,177.0,36.0,24.0,45.0,,0.0,6,846,20.63,6.0,79.0,18%,5.0,18.0,,,,,,,,,0,0,24,17.0,0,0,Ryan Sessegnon,0
480,Dele Alli,20.0,Tottenham,Midfielder,England,24.0,157,90,34,50,0.32,9.0,31.0,10.0,2.0,0.0,319.0,128.0,40%,7.0,37.0,,,237.0,65%,,82.0,127.0,99.0,57.0,,750.0,817.0,1078.0,183.0,121.0,184.0,,1.0,33,5517,35.14,44.0,76.0,12%,67.0,167.0,,,,,,,,,24,0,178,31.0,0,0,Dele Alli,0
481,Tanguy Ndombele,28.0,Tottenham,Midfielder,France,23.0,23,6,10,2,0.09,0.0,1.0,1.0,0.0,0.0,9.0,4.0,44%,0.0,0.0,,,24.0,67%,,3.0,14.0,8.0,3.0,,83.0,102.0,72.0,40.0,8.0,9.0,,0.0,2,672,29.22,1.0,13.0,15%,4.0,19.0,,,,,,,,,4,0,15,0.0,0,0,Tanguy Ndombele,0
482,Gedson Fernandes,30.0,Tottenham,Midfielder,Portugal,21.0,7,3,1,0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,2.0,2%,,1.0,1.0,0.0,0.0,,7.0,6.0,9.0,2.0,0.0,1.0,,0.0,0,39,5.57,0.0,7.0,29%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Gedson Fernandes,0
483,Pierre-Emile Højbjerg,5.0,Tottenham,Midfielder,Denmark,25.0,111,34,49,4,0.04,0.0,3.0,1.0,0.0,0.0,143.0,40.0,28%,4.0,8.0,,,245.0,65%,,34.0,177.0,131.0,68.0,,939.0,639.0,605.0,100.0,153.0,115.0,,2.0,4,5860,52.79,4.0,89.0,31%,20.0,315.0,,,,,,,,,21,2,149,2.0,0,0,Pierre-Emile Højbjerg,0
484,Harvey White,48.0,Tottenham,Midfielder,England,19.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Harvey White,0
485,Giovani Lo Celso,18.0,Tottenham,Midfielder,Argentina,24.0,29,11,8,0,29.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,16%,0.0,1.0,,,51.0,57%,,7.0,9.0,17.0,8.0,,124.0,140.0,151.0,33.0,9.0,22.0,,0.0,2,995,34.31,1.0,57.0,21%,8.0,44.0,,,,,,,,,7,0,30,0.0,0,0,Giovani Lo Celso,0
486,Lucas Moura,27.0,Tottenham,Forward,Brazil,28.0,75,38,26,14,0.19,2.0,10.0,2.0,0.0,0.0,108.0,37.0,34%,1.0,17.0,,,95.0,,,29.0,42.0,51.0,40.0,,,,,,,,,,5,1653,22.04,7.0,43.0,,,,,,,,,,,,6,0,62,20.0,0,Lucas Moura,0,0
487,Jack Clarke,47.0,Tottenham,Forward,England,19.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,0,Jack Clarke,0,0
488,Son Heung-Min,7.0,Tottenham,Forward,South Korea,28.0,162,95,36,57,0.35,3.0,31.0,23.0,0.0,0.0,354.0,151.0,43%,11.0,27.0,,,110.0,,,96.0,57.0,43.0,18.0,,,,,,,,,,29,3731,23.03,32.0,242.0,,,,,,,,,,,,4,2,65,99.0,0,Son Heung-Min,0,0
489,Harry Kane,10.0,Tottenham,Forward,England,27.0,212,120,48,144,0.68,22.0,88.0,33.0,20.0,1.0,783.0,354.0,45%,22.0,85.0,,,139.0,,,190.0,59.0,147.0,111.0,,,,,,,,,,24,4408,20.79,38.0,178.0,,,,,,,,,,,,26,0,208,160.0,0,Harry Kane,0,0
490,Steven Bergwijn,23.0,Tottenham,Forward,Netherlands,22.0,16,8,4,3,0.19,0.0,3.0,0.0,0.0,0.0,9.0,4.0,44%,0.0,0.0,,,10.0,,,3.0,1.0,5.0,1.0,,,,,,,,,,1,265,16.56,1.0,10.0,,,,,,,,,,,,2,0,9,0.0,0,Steven Bergwijn,0,0
491,Gareth Bale,9.0,Tottenham,Forward,Wales,31.0,146,62,41,42,0.29,4.0,5.0,32.0,0.0,3.0,435.0,161.0,37%,16.0,21.0,,,220.0,,,113.0,240.0,295.0,77.0,,,,,,,,,,20,4663,31.94,32.0,1021.0,,,,,,,,,,,,15,1,86,30.0,0,Gareth Bale,0,0
492,Sam Johnstone,1.0,West Brom,Goalkeeper,England,27.0,2,0,2,0,,,,,,,,,,,,0.0,8.0,,,,,,,,,,,,,,,0.0,0.0,0,51,25.5,,,,,16.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0,0,0,,0,0,0,Sam Johnstone
493,David Button,25.0,West Brom,Goalkeeper,England,31.0,4,1,2,0,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,0.0,0.0,0,99,24.75,,,,,27.0,14.0,0.0,2.0,2.0,1.0,1.0,9.0,34.0,0,0,0,,0,0,0,David Button
494,Jonathan Bond,23.0,West Brom,Goalkeeper,England,27.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Jonathan Bond
495,Darnell Furlong,2.0,West Brom,Defender,England,24.0,5,0,5,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,13.0,3.0,100%,0.0,1.0,9.0,12.0,7.0,0.0,11.0,27.0,23.0,3.0,15.0,9.0,0.0,0.0,0,117,23.4,0.0,12.0,25%,0.0,8.0,,,,,,,,,1,0,5,1.0,Darnell Furlong,0,0,0
496,Kieran Gibbs,3.0,West Brom,Defender,England,30.0,172,88,40,2,,0.0,0.0,2.0,,,,,,1.0,,35.0,154.0,332.0,68%,3.0,20.0,307.0,496.0,243.0,3.0,715.0,757.0,640.0,127.0,239.0,260.0,1.0,1.0,9,6012,34.95,13.0,429.0,19%,11.0,162.0,,,,,,,,,17,2,112,13.0,Kieran Gibbs,0,0,0
497,Kyle Bartley,5.0,West Brom,Defender,England,29.0,23,6,11,0,,0.0,0.0,0.0,,,,,,0.0,,1.0,35.0,32.0,72%,1.0,2.0,26.0,115.0,63.0,1.0,59.0,95.0,50.0,5.0,46.0,22.0,0.0,1.0,0,776,33.74,0.0,3.0,3%,0.0,44.0,,,,,,,,,6,0,22,2.0,Kyle Bartley,0,0,0
498,Semi Ajayi,6.0,West Brom,Defender,Nigeria,26.0,2,0,2,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,8.0,0.0,0%,0.0,0.0,2.0,3.0,2.0,0.0,9.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0,54,27.0,0.0,0.0,0%,0.0,5.0,,,,,,,,,1,0,2,0.0,Semi Ajayi,0,0,0
499,Conor Townsend,14.0,West Brom,Defender,England,27.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Conor Townsend,0,0,0
500,Ahmed Hegazi,26.0,West Brom,Defender,Egypt,29.0,38,6,19,2,,2.0,0.0,0.0,,,,,,0.0,,10.0,55.0,58.0,66%,0.0,0.0,60.0,270.0,152.0,1.0,183.0,192.0,145.0,22.0,103.0,84.0,0.0,1.0,0,1186,31.21,0.0,10.0,30%,1.0,135.0,,,,,,,,,4,0,24,2.0,Ahmed Hegazi,0,0,0
501,Dara O'Shea,27.0,West Brom,Defender,Ireland,21.0,2,0,2,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,8.0,8.0,38%,0.0,0.0,1.0,6.0,5.0,0.0,11.0,12.0,7.0,0.0,3.0,3.0,0.0,0.0,0,79,39.5,0.0,0.0,0%,0.0,13.0,,,,,,,,,0,0,2,0.0,Dara O'Shea,0,0,0
502,Cédric Kipré,24.0,West Brom,Defender,Cote D'Ivoire,23.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Cédric Kipré,0,0,0
503,Lee Peltier,22.0,West Brom,Defender,England,33.0,20,7,12,0,,0.0,0.0,0.0,,,,,,0.0,,5.0,26.0,39.0,64%,0.0,0.0,18.0,53.0,29.0,1.0,70.0,78.0,54.0,3.0,30.0,26.0,0.0,0.0,0,342,17.1,0.0,6.0,50%,0.0,21.0,,,,,,,,,4,0,15,0.0,Lee Peltier,0,0,0
504,Branislav Ivanovic,20.0,West Brom,Defender,Serbia,36.0,261,152,50,22,,7.0,13.0,2.0,,,,,,8.0,,86.0,236.0,528.0,81%,6.0,40.0,393.0,1137.0,533.0,5.0,1154.0,1427.0,915.0,106.0,587.0,325.0,0.0,2.0,20,9871,37.82,20.0,520.0,20%,12.0,660.0,,,,,,,,,55,2,293,18.0,Branislav Ivanovic,0,0,0
505,Jake Livermore,8.0,West Brom,Midfielder,England,30.0,180,52,87,7,0.04,0.0,6.0,1.0,0.0,0.0,129.0,32.0,25%,7.0,1.0,,,363.0,70%,,41.0,227.0,164.0,62.0,,903.0,633.0,665.0,81.0,108.0,140.0,,0.0,9,6813,37.85,11.0,56.0,18%,20.0,482.0,,,,,,,,,30,1,199,3.0,0,0,Jake Livermore,0
506,Matt Phillips,10.0,West Brom,Midfielder,Scotland,29.0,110,28,55,10,0.09,2.0,6.0,2.0,0.0,0.0,150.0,39.0,26%,2.0,8.0,,,100.0,65%,,40.0,70.0,83.0,32.0,,408.0,435.0,648.0,175.0,114.0,171.0,,0.0,22,1831,16.65,23.0,536.0,23%,9.0,60.0,,,,,,,,,6,0,57,20.0,0,0,Matt Phillips,0
507,Kamil Grosicki,13.0,West Brom,Midfielder,Poland,32.0,15,4,7,0,15.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,29%,1.0,1.0,,,4.0,100%,,4.0,8.0,6.0,3.0,,36.0,21.0,59.0,13.0,1.0,11.0,,0.0,4,251,16.73,5.0,84.0,20%,0.0,1.0,,,,,,,,,1,0,12,6.0,0,0,Kamil Grosicki,0
508,Rekeem Harper,16.0,West Brom,Midfielder,England,20.0,2,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,1.0,100%,,0.0,1.0,0.0,0.0,,2.0,2.0,2.0,1.0,0.0,0.0,,0.0,0,18,9.0,0.0,0.0,0%,0.0,2.0,,,,,,,,,0,0,1,0.0,0,0,Rekeem Harper,0
509,Romaine Sawyers,19.0,West Brom,Midfielder,Saint Kitts And Nevis,28.0,2,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,2.0,2%,,0.0,2.0,1.0,1.0,,9.0,6.0,9.0,0.0,2.0,0.0,,0.0,0,63,31.5,0.0,0.0,0%,0.0,3.0,,,,,,,,,0,0,1,0.0,0,0,Romaine Sawyers,0
510,Sam Field,28.0,West Brom,Midfielder,England,22.0,20,5,9,1,0.05,0.0,0.0,1.0,0.0,0.0,6.0,1.0,17%,0.0,0.0,,,21.0,86%,,4.0,15.0,9.0,7.0,,56.0,47.0,55.0,4.0,12.0,14.0,,0.0,0,275,13.75,0.0,15.0,20%,0.0,17.0,,,,,,,,,5,0,16,0.0,0,0,Sam Field,0
511,Kyle Edwards,21.0,West Brom,Midfielder,England,22.0,2,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,2.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,0,11,5.5,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,0,0,Kyle Edwards,0
512,Grady Diangana,11.0,West Brom,Midfielder,England,22.0,19,7,10,1,0.05,0.0,0.0,1.0,0.0,0.0,13.0,5.0,38%,0.0,0.0,,,23.0,48%,,3.0,4.0,5.0,3.0,,49.0,72.0,85.0,25.0,9.0,22.0,,0.0,1,298,15.68,3.0,14.0,29%,0.0,4.0,,,,,,,,,0,0,4,2.0,0,0,Grady Diangana,0
513,Conor Gallagher,18.0,West Brom,Midfielder,England,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Conor Gallagher,0
514,Hal Robson-Kanu,4.0,West Brom,Forward,Wales,31.0,76,16,39,12,0.16,3.0,2.0,7.0,1.0,0.0,73.0,28.0,38%,2.0,5.0,,,21.0,,,17.0,29.0,34.0,20.0,,,,,,,,,,3,682,8.97,2.0,101.0,,,,,,,,,,,,5,1,76,13.0,0,Hal Robson-Kanu,0,0
515,Kenneth Zohore,9.0,West Brom,Forward,Denmark,26.0,19,4,13,1,0.05,0.0,0.0,1.0,0.0,0.0,17.0,8.0,47%,0.0,2.0,,,3.0,,,4.0,2.0,5.0,5.0,,,,,,,,,,1,136,7.16,1.0,7.0,,,,,,,,,,,,1,0,13,4.0,0,Kenneth Zohore,0,0
516,Matheus Pereira,12.0,West Brom,Forward,Brazil,24.0,2,0,2,1,0.5,0.0,0.0,1.0,0.0,1.0,4.0,2.0,50%,0.0,0.0,,,1.0,,,1.0,3.0,2.0,1.0,,,,,,,,,,1,56,28.0,0.0,5.0,,,,,,,,,,,,0,0,3,0.0,0,Matheus Pereira,0,0
517,Charlie Austin,15.0,West Brom,Forward,England,31.0,106,25,55,34,0.32,11.0,20.0,3.0,6.0,0.0,255.0,106.0,42%,6.0,34.0,,,62.0,,,78.0,17.0,84.0,52.0,,,,,,,,,,8,1500,14.15,7.0,54.0,,,,,,,,,,,,8,1,83,68.0,0,Charlie Austin,0,0
518,Callum Robinson,7.0,West Brom,Forward,Ireland,25.0,22,3,10,1,0.05,0.0,1.0,0.0,0.0,0.0,14.0,5.0,36%,0.0,1.0,,,7.0,,,3.0,7.0,3.0,3.0,,,,,,,,,,1,190,8.64,2.0,22.0,,,,,,,,,,,,1,0,13,5.0,0,Callum Robinson,0,0
519,Jamie Soule,32.0,West Brom,Forward,England,19.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,0,Jamie Soule,0,0
520,Lukasz Fabianski,1.0,West Ham,Goalkeeper,Poland,35.0,246,91,104,0,,,,,,,,,,,,63.0,349.0,,,,,,,,,,,,,,,0.0,17.0,2,6328,25.72,,,,,1895.0,807.0,6.0,155.0,357.0,101.0,123.0,1260.0,2016.0,4,1,6,,0,0,0,Lukasz Fabianski
521,David Martin,25.0,West Ham,Goalkeeper,England,34.0,5,2,3,0,,,,,,,,,,,,2.0,6.0,,,,,,,,,,,,,,,0.0,1.0,0,111,22.2,,,,,40.0,15.0,0.0,1.0,1.0,0.0,0.0,12.0,44.0,1,0,0,,0,0,0,David Martin
522,Darren Randolph,35.0,West Ham,Goalkeeper,Ireland,33.0,31,10,14,0,,,,,,,,,,,,6.0,58.0,,,,,,,,,,,,,,,0.0,5.0,0,839,27.06,,,,,309.0,85.0,1.0,6.0,33.0,8.0,15.0,97.0,262.0,1,0,0,,0,0,0,Darren Randolph
523,Nathan Trott,34.0,West Ham,Goalkeeper,England,21.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Nathan Trott
524,Aaron Cresswell,3.0,West Ham,Defender,England,30.0,190,61,75,8,,0.0,1.0,7.0,,,,,,5.0,,40.0,273.0,212.0,62%,1.0,28.0,230.0,515.0,256.0,5.0,855.0,645.0,584.0,60.0,260.0,208.0,0.0,6.0,18,6957,36.62,27.0,752.0,21%,6.0,506.0,,,,,,,,,23,1,88,18.0,Aaron Cresswell,0,0,0
525,Fabián Balbuena,4.0,West Ham,Defender,Paraguay,29.0,40,15,19,2,,0.0,2.0,0.0,,,,,,1.0,,8.0,56.0,57.0,56%,1.0,5.0,79.0,243.0,125.0,0.0,167.0,188.0,165.0,3.0,124.0,99.0,0.0,2.0,0,1335,33.38,1.0,2.0,2%,2.0,86.0,,,,,,,,,4,0,25,0.0,Fabián Balbuena,0,0,0
526,Gonçalo Cardoso,29.0,West Ham,Defender,Portugal,19.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Gonçalo Cardoso,0,0,0
527,Angelo Ogbonna,21.0,West Ham,Defender,Italy,32.0,137,47,53,4,,2.0,0.0,1.0,,,,,,1.0,,28.0,207.0,171.0,68%,1.0,10.0,208.0,689.0,367.0,0.0,585.0,626.0,377.0,27.0,373.0,227.0,1.0,2.0,1,4633,33.82,2.0,9.0,56%,3.0,342.0,,,,,,,,,16,0,88,1.0,Angelo Ogbonna,0,0,0
528,Issa Diop,23.0,West Ham,Defender,France,23.0,67,23,29,4,,3.0,1.0,0.0,,,,,,0.0,,11.0,101.0,97.0,56%,1.0,2.0,114.0,326.0,157.0,0.0,330.0,291.0,176.0,11.0,157.0,90.0,1.0,2.0,1,2212,33.01,3.0,1.0,1%,0.0,107.0,,,,,,,,,12,0,49,4.0,Issa Diop,0,0,0
529,Ryan Fredericks,24.0,West Ham,Defender,England,27.0,44,13,22,1,,0.0,1.0,0.0,,,,,,0.0,,9.0,59.0,122.0,66%,1.0,4.0,41.0,109.0,54.0,2.0,170.0,234.0,169.0,23.0,59.0,52.0,0.0,1.0,4,1358,30.86,5.0,89.0,25%,0.0,47.0,,,,,,,,,14,0,38,2.0,Ryan Fredericks,0,0,0
530,Arthur Masuaku,26.0,West Ham,Defender,The Democratic Republic Of Congo,26.0,81,26,33,0,,0.0,0.0,0.0,,,,,,0.0,,12.0,102.0,196.0,59%,0.0,5.0,102.0,140.0,69.0,0.0,458.0,506.0,419.0,180.0,74.0,70.0,0.0,0.0,6,2578,31.83,7.0,197.0,16%,4.0,128.0,,,,,,,,,12,1,72,2.0,Arthur Masuaku,0,0,0
531,Ben Johnson,31.0,West Ham,Defender,England,20.0,4,1,1,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,9.0,44%,,0.0,4.0,13.0,3.0,,13.0,18.0,20.0,1.0,7.0,5.0,,0.0,0,135,33.75,0.0,11.0,18%,0.0,6.0,,,,,,,,,0,0,8,0.0,Ben Johnson,0,0,0
532,Ajibola Alese,42.0,West Ham,Defender,England,19.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Ajibola Alese,0,0,0
533,Harrison Ashby,50.0,West Ham,Defender,Scotland,18.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Harrison Ashby,0,0,0
534,Felipe Anderson,8.0,West Ham,Midfielder,Brazil,27.0,63,20,32,10,0.16,0.0,7.0,3.0,0.0,0.0,81.0,33.0,41%,3.0,5.0,,,136.0,60%,,25.0,63.0,22.0,8.0,,339.0,366.0,387.0,139.0,16.0,45.0,,0.0,8,2567,40.75,14.0,155.0,28%,27.0,127.0,,,,,,,,,4,0,44,7.0,0,0,Felipe Anderson,0
535,Manuel Lanzini,10.0,West Ham,Midfielder,Argentina,27.0,122,39,49,20,0.16,1.0,15.0,4.0,2.0,1.0,195.0,61.0,31%,2.0,11.0,,,123.0,67%,,56.0,118.0,30.0,7.0,,682.0,533.0,513.0,256.0,20.0,61.0,,1.0,13,5096,41.77,18.0,257.0,25%,24.0,136.0,,,,,,,,,19,0,50,20.0,0,0,Manuel Lanzini,0
536,Robert Snodgrass,11.0,West Ham,Midfielder,Scotland,33.0,160,43,78,26,0.16,2.0,1.0,23.0,2.0,6.0,250.0,88.0,35%,7.0,16.0,,,265.0,72%,,78.0,106.0,105.0,36.0,,623.0,864.0,1119.0,154.0,158.0,271.0,,0.0,23,4715,29.47,35.0,1090.0,27%,36.0,135.0,,,,,,,,,30,0,199,27.0,0,0,Robert Snodgrass,0
537,Mark Noble,16.0,West Ham,Midfielder,England,33.0,383,130,158,46,0.12,0.0,44.0,2.0,27.0,2.0,332.0,114.0,34%,7.0,3.0,,,860.0,70%,,91.0,566.0,264.0,71.0,,2330.0,1607.0,1534.0,243.0,99.0,131.0,,3.0,35,17862,46.64,35.0,958.0,32%,105.0,1484.0,,,,,,,,,81,5,380,27.0,0,0,Mark Noble,0
538,Pablo Fornals,18.0,West Ham,Midfielder,Spain,24.0,38,10,19,2,0.05,0.0,2.0,0.0,0.0,0.0,37.0,11.0,30%,1.0,2.0,,,47.0,60%,,10.0,26.0,8.0,3.0,,160.0,92.0,158.0,17.0,10.0,49.0,,0.0,5,893,23.5,4.0,63.0,16%,6.0,41.0,,,,,,,,,3,0,19,7.0,0,0,Pablo Fornals,0
539,Jack Wilshere,19.0,West Ham,Midfielder,England,28.0,182,87,52,8,0.04,1.0,2.0,5.0,0.0,0.0,140.0,50.0,36%,10.0,12.0,,,217.0,74%,,43.0,153.0,53.0,12.0,,915.0,926.0,793.0,339.0,59.0,60.0,,1.0,18,7494,41.18,32.0,239.0,18%,156.0,364.0,,,,,,,,,36,2,169,10.0,0,0,Jack Wilshere,0
540,Declan Rice,41.0,West Ham,Midfielder,England,21.0,101,33,44,3,0.03,1.0,2.0,0.0,0.0,0.0,59.0,14.0,24%,3.0,3.0,,,254.0,57%,,15.0,160.0,180.0,83.0,,681.0,489.0,362.0,79.0,141.0,115.0,,1.0,3,3942,39.03,2.0,39.0,31%,4.0,275.0,,,,,,,,,11,0,64,3.0,0,0,Declan Rice,0
541,Josh Cullen,33.0,West Ham,Midfielder,Ireland,24.0,3,2,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,2.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,4,1.33,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Josh Cullen,0
542,Conor Coventry,54.0,West Ham,Midfielder,Ireland,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Conor Coventry,0
543,Michail Antonio,30.0,West Ham,Forward,England,30.0,135,46,56,37,0.27,18.0,15.0,5.0,1.0,0.0,307.0,117.0,38%,13.0,35.0,,,120.0,71%,,72.0,126.0,123.0,57.0,,479.0,926.0,1066.0,297.0,316.0,413.0,,2.0,14,2689,19.92,21.0,322.0,21%,17.0,117.0,,,,,,,,,14,1,153,60.0,0,Michail Antonio,0,0
544,Andriy Yarmolenko,7.0,West Ham,Forward,Ukraine,30.0,34,10,16,7,0.21,0.0,0.0,7.0,0.0,0.0,38.0,17.0,45%,1.0,3.0,,,18.0,,,8.0,8.0,7.0,3.0,,,,,,,,,,1,626,18.41,7.0,35.0,,,,,,,,,,,,5,0,25,9.0,0,Andriy Yarmolenko,0,0
545,Jarrod Bowen,20.0,West Ham,Forward,England,23.0,22,4,15,1,0.05,0.0,0.0,1.0,0.0,0.0,32.0,7.0,22%,2.0,3.0,,,24.0,,,14.0,19.0,4.0,1.0,,,,,,,,,,4,328,14.91,4.0,71.0,,,,,,,,,,,,0,0,8,1.0,0,Jarrod Bowen,0,0
546,Sébastien Haller,22.0,West Ham,Forward,France,26.0,34,9,18,7,0.21,0.0,5.0,2.0,0.0,0.0,58.0,28.0,48%,0.0,6.0,,,22.0,,,10.0,8.0,26.0,22.0,,,,,,,,,,1,779,22.91,2.0,8.0,,,,,,,,,,,,1,0,49,19.0,0,Sébastien Haller,0,0
547,Xande Silva,32.0,West Ham,Forward,Portugal,23.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2%,0.0,0.0,,,0.0,,,2.0,0.0,0.0,0.0,,,,,,,,,,0,4,4.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,0,Xande Silva,0,0
548,Emmanuel Longelo,56.0,West Ham,Forward,England,19.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,0,Emmanuel Longelo,0,0
549,Rui Patrício,11.0,Wolves,Goalkeeper,Portugal,32.0,77,31,23,0,,,,,,,,,,,,21.0,89.0,,,,,,,,,,,,,,,0.0,3.0,0,1530,19.87,,,,,550.0,195.0,2.0,13.0,32.0,17.0,5.0,244.0,581.0,0,0,0,,0,0,0,Rui Patrício
