,Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Defender,Forward,Midfielder,Goalkeeper
134,Mason Mount,19.0,Chelsea,Midfielder,England,21.0,39,20,13,7,0.18,0.0,7.0,0.0,0.0,1.0,80.0,29.0,36%,3.0,9.0,,,43.0,44%,,28.0,18.0,19.0,7.0,,151.0,136.0,211.0,44.0,10.0,48.0,,0.0,5,1312,33.64,8.0,138.0,25%,3.0,28.0,,,,,,,,,3,0,40,4.0,0,0,Mason Mount,0
135,Christian Pulisic,10.0,Chelsea,Midfielder,United States,22.0,25,13,9,9,0.36,2.0,4.0,3.0,0.0,0.0,63.0,26.0,41%,1.0,8.0,,,23.0,48%,,15.0,6.0,7.0,4.0,,79.0,128.0,190.0,55.0,20.0,45.0,,0.0,4,668,26.72,6.0,35.0,11%,4.0,19.0,,,,,,,,,0,0,14,3.0,0,0,Christian Pulisic,0
136,Billy Gilmour,23.0,Chelsea,Midfielder,Scotland,19.0,6,5,0,0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,5.0,40%,,0.0,3.0,2.0,1.0,,15.0,10.0,16.0,2.0,2.0,5.0,,0.0,0,172,28.67,0.0,1.0,1%,0.0,9.0,,,,,,,,,0,0,3,0.0,0,0,Billy Gilmour,0
137,Kai Havertz,29.0,Chelsea,Midfielder,Germany,21.0,2,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,3.0,67%,,0.0,0.0,1.0,1.0,,10.0,6.0,9.0,1.0,2.0,2.0,,0.0,0,41,20.5,0.0,1.0,1%,1.0,1.0,,,,,,,,,0,0,2,1.0,0,0,Kai Havertz,0
138,Timo Werner,11.0,Chelsea,Forward,Germany,24.0,2,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,17%,0.0,0.0,,,1.0,,,3.0,3.0,2.0,1.0,,,,,,,,,,0,49,24.5,0.0,0.0,,,,,,,,,,,,0,0,3,2.0,0,Timo Werner,0,0
139,Tammy Abraham,9.0,Chelsea,Forward,England,22.0,68,25,29,20,0.29,3.0,16.0,0.0,0.0,0.0,133.0,56.0,42%,3.0,26.0,,,18.0,,,26.0,8.0,39.0,32.0,,,,,,,,,,4,721,10.6,6.0,26.0,,,,,,,,,,,,2,0,35,35.0,0,Tammy Abraham,0,0
140,Olivier Giroud,18.0,Chelsea,Forward,France,33.0,238,133,56,86,0.36,31.0,8.0,47.0,2.0,0.0,548.0,212.0,39%,19.0,82.0,,,145.0,,,104.0,64.0,178.0,116.0,,,,,,,,,,28,4718,19.82,40.0,90.0,,,,,,,,,,,,18,2,223,120.0,0,Olivier Giroud,0,0
141,Callum Hudson-Odoi,20.0,Chelsea,Forward,England,19.0,35,18,12,1,0.03,0.0,1.0,0.0,0.0,0.0,29.0,8.0,28%,1.0,2.0,,,18.0,,,14.0,8.0,4.0,2.0,,,,,,,,,,6,641,18.31,8.0,87.0,,,,,,,,,,,,1,0,12,6.0,0,Callum Hudson-Odoi,0,0
142,Wayne Hennessey,13.0,Crystal Palace,Goalkeeper,Wales,33.0,181,47,94,0,,,,,,,,,,,,37.0,301.0,,,,,,,,,,,,,,,1.0,13.0,1,4858,26.84,,,,,1618.0,617.0,3.0,72.0,274.0,96.0,122.0,683.0,1621.0,4,0,1,,0,0,0,Wayne Hennessey
143,Vicente Guaita,31.0,Crystal Palace,Goalkeeper,Spain,33.0,57,23,21,0,,,,,,,,,,,,18.0,66.0,,,,,,,,,,,,,,,1.0,2.0,0,1428,25.05,,,,,357.0,182.0,0.0,37.0,29.0,18.0,14.0,263.0,478.0,3,0,1,,0,0,0,Vicente Guaita
144,Stephen Henderson,19.0,Crystal Palace,Goalkeeper,Ireland,32.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Stephen Henderson
145,Nathan Ferguson,,Crystal Palace,Defender,England,19.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Nathan Ferguson,0,0,0
146,Joel Ward,2.0,Crystal Palace,Defender,England,30.0,201,66,95,4,,2.0,1.0,1.0,,,,,,2.0,,45.0,274.0,483.0,80%,1.0,25.0,368.0,796.0,450.0,4.0,1013.0,1218.0,812.0,102.0,406.0,246.0,1.0,2.0,5,6449,32.08,9.0,407.0,18%,3.0,356.0,,,,,,,,,28,0,202,4.0,Joel Ward,0,0,0
147,Patrick van Aanholt,3.0,Crystal Palace,Defender,Netherlands,30.0,191,57,92,20,,0.0,4.0,16.0,,,,,,5.0,,40.0,277.0,350.0,69%,3.0,51.0,326.0,439.0,170.0,5.0,1126.0,680.0,566.0,184.0,69.0,88.0,2.0,2.0,14,6833,35.77,25.0,388.0,26%,14.0,290.0,,,,,,,,,19,0,94,27.0,Patrick van Aanholt,0,0,0
148,James Tomkins,5.0,Crystal Palace,Defender,England,31.0,263,84,116,12,,7.0,3.0,2.0,,,,,,6.0,,58.0,338.0,447.0,70%,17.0,26.0,443.0,2029.0,929.0,4.0,989.0,1442.0,817.0,25.0,823.0,473.0,0.0,7.0,7,8210,31.22,8.0,51.0,33%,4.0,752.0,,,,,,,,,46,2,167,7.0,James Tomkins,0,0,0
149,Scott Dann,6.0,Crystal Palace,Defender,England,33.0,227,74,95,15,,9.0,4.0,2.0,,,,,,6.0,,48.0,307.0,291.0,59%,5.0,29.0,343.0,1536.0,661.0,6.0,785.0,1016.0,698.0,46.0,612.0,441.0,5.0,5.0,11,6399,28.19,11.0,24.0,29%,4.0,665.0,,,,,,,,,34,0,145,10.0,Scott Dann,0,0,0
150,Mamadou Sakho,12.0,Crystal Palace,Defender,France,30.0,125,52,43,3,,1.0,1.0,1.0,,,,,,3.0,,32.0,162.0,144.0,72%,5.0,4.0,200.0,697.0,440.0,3.0,847.0,534.0,348.0,49.0,298.0,223.0,0.0,3.0,2,5917,47.34,2.0,6.0,33%,2.0,280.0,,,,,,,,,6,1,39,1.0,Mamadou Sakho,0,0,0
151,Gary Cahill,24.0,Crystal Palace,Defender,England,34.0,374,166,126,27,,9.0,13.0,4.0,,,,,,5.0,,99.0,452.0,471.0,75%,18.0,63.0,452.0,2849.0,1155.0,10.0,1441.0,1946.0,1036.0,70.0,1157.0,562.0,2.0,8.0,10,12718,34.01,8.0,23.0,17%,6.0,847.0,,,,,,,,,38,3,266,3.0,Gary Cahill,0,0,0
152,Martin Kelly,34.0,Crystal Palace,Defender,England,30.0,153,55,62,0,,0.0,0.0,0.0,,,,,,2.0,,29.0,180.0,335.0,75%,1.0,8.0,153.0,641.0,312.0,1.0,509.0,646.0,518.0,32.0,240.0,192.0,2.0,6.0,5,3820,24.97,2.0,210.0,17%,2.0,202.0,,,,,,,,,14,0,117,1.0,Martin Kelly,0,0,0
153,Tyrick Mitchell,27.0,Crystal Palace,Defender,England,21.0,6,2,3,0,,0.0,0.0,0.0,,,,,,0.0,,1.0,5.0,15.0,53%,0.0,0.0,3.0,5.0,0.0,0.0,17.0,19.0,26.0,1.0,0.0,9.0,0.0,0.0,0,132,22.0,0.0,5.0,60%,0.0,6.0,,,,,,,,,1,0,2,0.0,Tyrick Mitchell,0,0,0
154,Jaroslaw Jach,33.0,Crystal Palace,Defender,Poland,26.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Jaroslaw Jach,0,0,0
155,Sam Woods,35.0,Crystal Palace,Defender,England,22.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Sam Woods,0,0,0
156,Ryan Inniss,45.0,Crystal Palace,Defender,England,25.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Ryan Inniss,0,0,0
157,Luka Milivojevic,4.0,Crystal Palace,Midfielder,Serbia,29.0,121,41,53,27,0.22,0.0,27.0,0.0,21.0,3.0,144.0,55.0,38%,5.0,4.0,,,264.0,64%,,41.0,227.0,202.0,91.0,,736.0,597.0,597.0,56.0,167.0,137.0,,4.0,4,5573,46.06,8.0,376.0,27%,9.0,394.0,,,,,,,,,34,0,207,2.0,0,0,Luka Milivojevic,0
158,Max Meyer,7.0,Crystal Palace,Midfielder,Germany,25.0,46,11,24,1,0.02,0.0,0.0,1.0,0.0,0.0,47.0,10.0,21%,1.0,0.0,,,52.0,56%,,14.0,22.0,20.0,4.0,,116.0,111.0,110.0,19.0,6.0,25.0,,0.0,2,864,18.78,0.0,33.0,15%,0.0,19.0,,,,,,,,,4,0,16,3.0,0,0,Max Meyer,0
159,Cheikhou Kouyaté,8.0,Crystal Palace,Midfielder,Senegal,30.0,197,64,76,13,0.07,5.0,7.0,0.0,0.0,0.0,167.0,54.0,32%,8.0,12.0,,,446.0,65%,,33.0,310.0,412.0,260.0,,1035.0,1311.0,1091.0,125.0,547.0,431.0,,1.0,10,5799,29.44,3.0,104.0,16%,8.0,176.0,,,,,,,,,25,1,242,16.0,0,0,Cheikhou Kouyaté,0
160,Andros Townsend,10.0,Crystal Palace,Midfielder,England,29.0,211,78,91,22,0.1,0.0,5.0,17.0,1.0,1.0,335.0,103.0,31%,6.0,12.0,,,353.0,71%,,112.0,177.0,82.0,21.0,,913.0,1025.0,1045.0,414.0,19.0,76.0,,2.0,22,4717,22.36,40.0,923.0,23%,12.0,111.0,,,,,,,,,14,0,78,22.0,0,0,Andros Townsend,0
161,Jeffrey Schlupp,15.0,Crystal Palace,Midfielder,Ghana,27.0,148,56,61,11,,1.0,3.0,7.0,,,,,,0.0,,17.0,153.0,278.0,70%,0.0,43.0,177.0,217.0,117.0,0.0,585.0,773.0,757.0,173.0,211.0,261.0,1.0,1.0,8,3156,21.32,10.0,199.0,19%,4.0,163.0,,,,,,,,,15,0,109,3.0,0,0,Jeffrey Schlupp,0
162,James McArthur,18.0,Crystal Palace,Midfielder,Scotland,32.0,282,93,126,23,0.08,6.0,10.0,7.0,0.0,0.0,214.0,64.0,30%,3.0,12.0,,,613.0,72%,,68.0,398.0,312.0,108.0,,1448.0,1304.0,1452.0,155.0,314.0,385.0,,0.0,18,10076,35.73,21.0,137.0,18%,32.0,570.0,,,,,,,,,45,0,370,13.0,0,0,James McArthur,0
163,James McCarthy,22.0,Crystal Palace,Midfielder,Ireland,29.0,258,87,102,13,0.05,0.0,10.0,3.0,0.0,0.0,178.0,47.0,26%,4.0,8.0,,,674.0,73%,,65.0,421.0,366.0,124.0,,1284.0,1190.0,1014.0,123.0,148.0,167.0,,3.0,12,10840,42.02,8.0,188.0,28%,23.0,835.0,,,,,,,,,48,1,309,2.0,0,0,James McCarthy,0
164,Jairo Riedewald,44.0,Crystal Palace,Midfielder,Netherlands,24.0,29,8,13,0,29.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4%,0.0,0.0,,,25.0,72%,,2.0,29.0,31.0,14.0,,70.0,45.0,33.0,11.0,7.0,8.0,,0.0,0,484,16.69,0.0,8.0,38%,1.0,29.0,,,,,,,,,0,0,6,0.0,0,0,Jairo Riedewald,0
165,Eberechi Eze,25.0,Crystal Palace,Midfielder,England,22.0,2,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,2.0,100%,,0.0,0.0,0.0,0.0,,5.0,4.0,8.0,2.0,0.0,1.0,,0.0,0,14,7.0,0.0,3.0,67%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Eberechi Eze,0
166,Nya Kirby,37.0,Crystal Palace,Midfielder,England,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Nya Kirby,0
167,Jordan Ayew,9.0,Crystal Palace,Forward,Ghana,29.0,139,37,71,25,0.18,4.0,17.0,4.0,2.0,0.0,226.0,78.0,35%,8.0,13.0,,,226.0,,,73.0,76.0,55.0,34.0,,,,,,,,,,9,2968,21.35,12.0,147.0,,,,,,,,,,,,18,2,222,44.0,0,Jordan Ayew,0,0
168,Wilfried Zaha,11.0,Crystal Palace,Forward,Cote D'Ivoire,27.0,217,70,94,39,0.18,1.0,31.0,7.0,1.0,0.0,336.0,119.0,35%,7.0,32.0,,,294.0,,,106.0,123.0,32.0,8.0,,,,,,,,,,24,4555,20.99,36.0,537.0,,,,,,,,,,,,33,1,287,79.0,0,Wilfried Zaha,0,0
169,Christian Benteke,17.0,Crystal Palace,Forward,Belgium,29.0,225,73,107,72,0.32,26.0,37.0,9.0,10.0,1.0,544.0,208.0,38%,14.0,82.0,,,80.0,,,117.0,26.0,214.0,148.0,,,,,,,,,,20,5666,25.18,31.0,36.0,,,,,,,,,,,,35,3,357,203.0,0,Christian Benteke,0,0
170,Connor Wickham,21.0,Crystal Palace,Forward,England,27.0,120,29,59,19,0.16,4.0,10.0,5.0,1.0,0.0,189.0,59.0,31%,6.0,12.0,,,93.0,,,56.0,53.0,109.0,63.0,,,,,,,,,,7,2003,16.69,5.0,112.0,,,,,,,,,,,,11,0,147,26.0,0,Connor Wickham,0,0
171,Brandon Pierrick,40.0,Crystal Palace,Forward,England,18.0,2,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,1.0,1.0,,,,,,,,,,0,7,3.5,0.0,2.0,,,,,,,,,,,,0,0,0,0.0,0,Brandon Pierrick,0,0
172,Michy Batshuayi,23.0,Crystal Palace,Forward,Belgium,26.0,60,37,15,13,0.22,1.0,8.0,4.0,0.0,0.0,73.0,25.0,34%,1.0,9.0,,,13.0,,,22.0,7.0,6.0,5.0,,,,,,,,,,3,421,7.02,0.0,3.0,,,,,,,,,,,,0,0,24,29.0,0,Michy Batshuayi,0,0
173,Jordan Pickford,1.0,Everton,Goalkeeper,England,26.0,147,48,65,0,,,,,,,,,,,,38.0,218.0,,,,,,,,,,,,,,,0.0,13.0,0,4553,30.97,,,,,1273.0,462.0,4.0,71.0,98.0,38.0,65.0,609.0,1232.0,3,0,3,,0,0,0,Jordan Pickford
174,João Virgínia,31.0,Everton,Goalkeeper,Portugal,20.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,João Virgínia
175,Jonas Lössl,49.0,Everton,Goalkeeper,Denmark,31.0,69,12,41,0,,,,,,,,,,,,14.0,112.0,,,,,,,,,,,,,,,1.0,5.0,2,2290,33.19,,,,,746.0,191.0,3.0,43.0,49.0,9.0,34.0,200.0,527.0,2,0,0,,0,0,0,Jonas Lössl
176,Mason Holgate,4.0,Everton,Defender,England,23.0,65,28,16,0,,0.0,0.0,0.0,,,,,,1.0,,14.0,75.0,113.0,68%,0.0,3.0,81.0,274.0,140.0,1.0,285.0,319.0,227.0,27.0,124.0,120.0,0.0,1.0,4,2429,37.37,7.0,62.0,16%,2.0,218.0,,,,,,,,,11,0,43,3.0,Mason Holgate,0,0,0
177,Michael Keane,5.0,Everton,Defender,England,27.0,153,53,64,6,,3.0,2.0,1.0,,,,,,3.0,,40.0,205.0,157.0,68%,2.0,17.0,249.0,978.0,652.0,2.0,656.0,899.0,574.0,22.0,685.0,417.0,1.0,1.0,5,6162,40.27,7.0,11.0,27%,3.0,479.0,,,,,,,,,13,0,82,5.0,Michael Keane,0,0,0
178,Lucas Digne,12.0,Everton,Defender,France,27.0,72,28,27,4,,0.0,0.0,4.0,,,,,,5.0,,20.0,89.0,150.0,64%,1.0,29.0,104.0,195.0,100.0,0.0,369.0,452.0,314.0,37.0,209.0,102.0,2.0,0.0,12,2961,41.12,21.0,570.0,28%,2.0,130.0,,,,,,,,,11,1,83,5.0,Lucas Digne,0,0,0
179,Yerry Mina,13.0,Everton,Defender,Colombia,26.0,44,17,16,3,,2.0,1.0,0.0,,,,,,0.0,,8.0,52.0,54.0,56%,0.0,7.0,41.0,156.0,93.0,0.0,181.0,229.0,142.0,6.0,153.0,99.0,1.0,1.0,1,2052,46.64,2.0,4.0,4%,1.0,149.0,,,,,,,,,6,0,33,3.0,Yerry Mina,0,0,0
180,Séamus Coleman,23.0,Everton,Defender,Ireland,31.0,276,114,79,20,,7.0,8.0,6.0,,,,,,6.0,,78.0,277.0,480.0,79%,8.0,48.0,296.0,542.0,284.0,1.0,1272.0,1308.0,1157.0,364.0,195.0,221.0,4.0,3.0,21,8930,32.36,36.0,742.0,20%,12.0,342.0,,,,,,,,,29,2,194,29.0,Séamus Coleman,0,0,0
181,Jarrad Branthwaite,32.0,Everton,Defender,England,18.0,4,1,2,0,,0.0,0.0,0.0,,,,,,0.0,,1.0,6.0,8.0,88%,0.0,0.0,2.0,11.0,7.0,0.0,18.0,20.0,21.0,1.0,9.0,15.0,0.0,0.0,0,223,55.75,0.0,0.0,0%,0.0,13.0,,,,,,,,,0,0,4,0.0,Jarrad Branthwaite,0,0,0
182,Jonjoe Kenny,2.0,Everton,Defender,England,23.0,31,11,15,0,,0.0,0.0,0.0,,,,,,1.0,,6.0,46.0,64.0,78%,0.0,2.0,46.0,107.0,56.0,0.0,138.0,142.0,122.0,11.0,62.0,43.0,0.0,0.0,2,1045,33.71,3.0,67.0,24%,0.0,68.0,,,,,,,,,3,0,28,0.0,Jonjoe Kenny,0,0,0
183,Niels Nkounkou,18.0,Everton,Defender,France,19.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Niels Nkounkou,0,0,0
184,Fabian Delph,8.0,Everton,Midfielder,England,30.0,185,76,73,7,0.04,0.0,1.0,6.0,0.0,0.0,144.0,36.0,25%,5.0,3.0,,,395.0,71%,,36.0,283.0,213.0,55.0,,1011.0,987.0,706.0,259.0,130.0,165.0,,5.0,8,8857,47.88,7.0,195.0,27%,13.0,508.0,,,,,,,,,29,3,140,1.0,0,0,Fabian Delph,0
185,Gylfi Sigurdsson,10.0,Everton,Midfielder,Iceland,31.0,284,114,110,61,0.21,3.0,45.0,13.0,9.0,7.0,603.0,221.0,37%,20.0,31.0,,,348.0,67%,,203.0,283.0,163.0,44.0,,1015.0,863.0,1223.0,197.0,88.0,246.0,,1.0,45,7752,27.3,68.0,1363.0,26%,95.0,204.0,,,,,,,,,20,0,193,16.0,0,0,Gylfi Sigurdsson,0
186,André Gomes,21.0,Everton,Midfielder,Portugal,27.0,48,18,19,1,0.02,0.0,1.0,0.0,0.0,0.0,27.0,5.0,19%,0.0,1.0,,,64.0,63%,,6.0,27.0,25.0,16.0,,308.0,229.0,338.0,66.0,56.0,45.0,,0.0,2,2169,45.19,2.0,28.0,21%,4.0,187.0,,,,,,,,,13,0,89,0.0,0,0,André Gomes,0
187,Jean-Philippe Gbamin,25.0,Everton,Midfielder,Cote D'Ivoire,24.0,2,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,4.0,75%,,0.0,1.0,4.0,3.0,,8.0,11.0,10.0,2.0,3.0,2.0,,0.0,0,70,35.0,0.0,0.0,0%,0.0,2.0,,,,,,,,,0,0,2,0.0,0,0,Jean-Philippe Gbamin,0
188,Tom Davies,26.0,Everton,Midfielder,England,22.0,106,46,34,5,0.05,1.0,2.0,2.0,0.0,0.0,60.0,15.0,25%,2.0,4.0,,,132.0,61%,,25.0,100.0,63.0,33.0,,415.0,417.0,486.0,76.0,72.0,118.0,,0.0,4,2909,27.44,5.0,43.0,19%,9.0,135.0,,,,,,,,,22,0,116,9.0,0,0,Tom Davies,0
189,Beni Baningime,34.0,Everton,Midfielder,The Democratic Republic Of Congo,22.0,8,2,2,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,6.0,33%,,0.0,2.0,1.0,0.0,,9.0,9.0,14.0,1.0,1.0,2.0,,0.0,0,82,10.25,0.0,0.0,0%,0.0,3.0,,,,,,,,,1,0,4,0.0,0,0,Beni Baningime,0
190,Allan,6.0,Everton,Midfielder,Brazil,29.0,2,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,,,9.0,56%,,0.0,3.0,3.0,1.0,,18.0,16.0,13.0,2.0,1.0,2.0,,0.0,0,140,70.0,0.0,2.0,2%,0.0,7.0,,,,,,,,,0,0,4,0.0,0,0,Allan,0
191,James Rodríguez,19.0,Everton,Midfielder,Colombia,29.0,2,2,0,1,0.5,0.0,0.0,1.0,0.0,0.0,4.0,1.0,25%,0.0,0.0,,,3.0,33%,,1.0,3.0,0.0,0.0,,9.0,12.0,10.0,3.0,1.0,3.0,,0.0,1,109,54.5,2.0,7.0,29%,3.0,18.0,,,,,,,,,0,0,1,0.0,0,0,James Rodríguez,0
192,Abdoulaye Doucouré,16.0,Everton,Midfielder,France,27.0,131,40,65,17,0.13,2.0,12.0,2.0,0.0,0.0,182.0,54.0,30%,2.0,11.0,,,235.0,58%,,56.0,143.0,163.0,66.0,,1019.0,576.0,658.0,129.0,154.0,168.0,,1.0,11,6811,51.99,15.0,71.0,20%,7.0,213.0,,,,,,,,,31,0,145,10.0,0,0,Abdoulaye Doucouré,0
193,Muhamed Besic,30.0,Everton,Midfielder,Bosnia And Herzegovina,28.0,46,14,17,0,46.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,27%,1.0,0.0,,,93.0,76%,,7.0,34.0,56.0,26.0,,154.0,186.0,165.0,53.0,21.0,16.0,,1.0,0,1339,29.11,2.0,18.0,22%,3.0,116.0,,,,,,,,,11,0,42,0.0,0,0,Muhamed Besic,0
194,Sandro Ramírez,28.0,Everton,Forward,Spain,25.0,8,2,4,0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,11%,0.0,0.0,,,2.0,,,3.0,1.0,0.0,0.0,,,,,,,,,,0,82,10.25,0.0,6.0,,,,,,,,,,,,0,0,1,1.0,0,Sandro Ramírez,0,0
195,Yannick Bolasie,29.0,Everton,Forward,The Democratic Republic Of Congo,31.0,119,38,51,11,0.09,1.0,8.0,2.0,0.0,0.0,219.0,72.0,33%,8.0,8.0,,,151.0,,,55.0,48.0,107.0,58.0,,,,,,,,,,17,2124,17.85,25.0,595.0,,,,,,,,,,,,9,1,140,46.0,0,Yannick Bolasie,0,0
196,Richarlison,7.0,Everton,Forward,Brazil,23.0,111,41,47,31,0.28,7.0,12.0,11.0,0.0,0.0,280.0,85.0,30%,7.0,28.0,,,190.0,,,80.0,53.0,109.0,79.0,,,,,,,,,,10,2452,22.09,22.0,158.0,,,,,,,,,,,,17,1,114,56.0,0,Richarlison,0,0
197,Dominic Calvert-Lewin,9.0,Everton,Forward,England,23.0,116,43,46,28,0.24,12.0,12.0,4.0,0.0,0.0,195.0,77.0,39%,4.0,31.0,,,42.0,,,37.0,29.0,85.0,66.0,,,,,,,,,,9,1588,13.69,9.0,47.0,,,,,,,,,,,,17,0,138,36.0,0,Dominic Calvert-Lewin,0,0
198,Theo Walcott,11.0,Everton,Forward,England,31.0,346,176,93,75,0.22,3.0,60.0,12.0,0.0,0.0,616.0,267.0,43%,18.0,79.0,,,214.0,,,141.0,149.0,81.0,29.0,,,,,,,,,,51,5491,15.87,61.0,952.0,,,,,,,,,,,,10,0,101,163.0,0,Theo Walcott,0,0
199,Cenk Tosun,14.0,Everton,Forward,Turkey,29.0,49,14,19,10,0.2,5.0,3.0,2.0,0.0,0.0,71.0,30.0,42%,0.0,6.0,,,23.0,,,12.0,6.0,16.0,11.0,,,,,,,,,,3,619,12.63,4.0,15.0,,,,,,,,,,,,3,0,50,19.0,0,Cenk Tosun,0,0
200,Alex Iwobi,17.0,Everton,Forward,Nigeria,24.0,126,59,41,12,0.1,2.0,9.0,1.0,0.0,0.0,157.0,65.0,41%,4.0,10.0,,,99.0,,,46.0,44.0,33.0,15.0,,,,,,,,,,16,3921,31.12,23.0,151.0,,,,,,,,,,,,2,0,42,6.0,0,Alex Iwobi,0,0
201,Bernard,20.0,Everton,Forward,Brazil,28.0,61,23,23,4,0.07,0.0,4.0,0.0,0.0,0.0,35.0,10.0,29%,2.0,5.0,,,81.0,,,14.0,43.0,19.0,4.0,,,,,,,,,,5,1346,22.07,7.0,87.0,,,,,,,,,,,,7,0,36,2.0,0,Bernard,0,0
202,Moise Kean,27.0,Everton,Forward,Italy,20.0,31,9,13,2,0.06,0.0,2.0,0.0,0.0,0.0,31.0,13.0,42%,0.0,4.0,,,6.0,,,5.0,5.0,1.0,1.0,,,,,,,,,,2,131,4.23,5.0,14.0,,,,,,,,,,,,1,0,28,4.0,0,Moise Kean,0,0
203,Anthony Gordon,24.0,Everton,Forward,England,19.0,11,3,4,0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,17%,0.0,0.0,,,11.0,,,2.0,8.0,1.0,0.0,,,,,,,,,,1,113,10.27,0.0,7.0,,,,,,,,,,,,0,0,10,1.0,0,Anthony Gordon,0,0
204,Marek Rodák,12.0,Fulham,Goalkeeper,Slovakia,23.0,1,0,1,0,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0,25,25.0,,,,,8.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0,0,0,,0,0,0,Marek Rodák
205,Fabri,31.0,Fulham,Goalkeeper,Spain,32.0,2,0,2,0,,,,,,,,,,,,0.0,5.0,,,,,,,,,,,,,,,0.0,1.0,0,47,23.5,,,,,16.0,16.0,0.0,0.0,1.0,1.0,3.0,14.0,14.0,0,0,0,,0,0,0,Fabri
206,Alphonse Areola,1.0,Fulham,Goalkeeper,France,27.0,1,0,1,0,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0,29,29.0,,,,,4.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,3.0,0,0,0,,0,0,0,Alphonse Areola
